City of Plymouth,50788.75872,51462.99455,52380.75471,53761.60237,54435.13062,55532.70058,56045.70059,56244.08119,56394.7708,56407.37759,57886.14502,58818.51355,59245.35477,59616.90998,59725.25678,61114.87476,62552.79541,64158.65775,65872.47937,66764.88193,69049.36445,70465.76672,71548.20416,71286.97785,71295.58963,70749.53707,73227.66212,75140.74021,79216.30498,80852.94836,83763.084,86527.75884,87414.81254,89682.62018,90225.65768,92303.77289,92741.91297,93719.66569,95139.9264,96669.10591,98537.49352,99428.7873,101619.4254,104940.5792,105138.8235,105482.998,104562.6475,107712.5532,107849.2929,107952.0447,109610.679,112519.2797,117098.4149,121432.8868,125756.7782,128538.5504,129695.1255,131926.4545,132880.9978,134041.2687,132047.1963,133005.6078,135209.1498,137845.6413,138236.4289,137227.5093,138443.4589,138907.6414,139223.886,138346.5322,137677.2708,136965.2463,137738.3292,139219.9385,140572.0802,141810.5239,142347.1388,143385.1035,143690.8177,147143.6631,148305.3886,149730.3179,149153.7452,151268.1443,150829.929,151713.7245,153126.1096,156921.6707,158487.1926,160225.5944,160419.7789,160646.5813,159519.5949,159741.6531,160607.841,160401.1852,159329.7578,157046.91,156346.7221,156416.7825,155715.855,153938.7883,150739.6663,148525.0734,145087.9131,144274.1592,142188.4395,141458.4916,134963.5254,132935.9859,129957.3204,133001.7823,133053.2269,134846.1025,135619.5092,137112.1969,138078.7556,139064.2983,140994.5649,142655.9026,143063.4236,141690.1173,142752.956,143099.3489,144681.2218,144990.31,146075.0561,146211.8053,145657.1082,145820.9028,144529.8016,141761.9846,139800.2171,139566.8299,139192.8787,138007.1101,137693.4337,140449.3249,140571.5142,140618.5674,140353.2938,139615.2959,138662.5767,135872.9926,139543.3001,140571.272,143166.4523,140685.3542,141556.581,142223.9798,143845.4079,143688.7544,141551.6399,139973.9858,139639.1723,141437.7294,143648.9483,143817.2992,142375.6255,141620.1346,143438.3497,145362.5563,145347.3841,145612.9966,145256.1231,145816.9623,145901.805,146967.1423,148075.3945,148425.2449,148558.8689,150692.1983,151531.5694,153043.4052,153448.8686,155469.577,156305.8459,155582.825,155137.0246,155637.8668,155179.5418,153776.5728,154639.5903,157250.0742,159125.1714,158414.6928,158581.3547,159154.1459,159994.5963,160837.0932,161011.4929,161898.6386,161803.1755,161043.7331,160796.4836,160819.6157,163849.5871,166174.2139,167214.4945,166281.9242,165198.0981,164776.3476,164342.7618,162949.6457,164331.7564,166120.7199,167963.8831,167248.8529,167683.505,169185.057,170517.2546,171920.952
Southampton,70086.17217,71160.25316,70937.34346,73578.88362,74231.97991,77094.8295,78314.34197,80852.89514,82388.61875,81258.089,80078.00515,80538.80613,81841.16269,83769.50426,82597.88358,84278.43882,84384.04927,87271.64138,88145.76665,90481.63727,90308.7428,92776.63935,94184.3792,95287.51155,96505.14016,96361.54795,98235.32006,97657.08179,101237.1763,103249.8637,108193.5463,109312.952,114181.7623,115464.7776,118705.7821,119642.1338,123254.0595,124631.6387,126074.6382,126652.7075,127730.6126,130956.597,132072.6602,134329.8121,133404.2016,133344.0706,132732.2469,134327.5471,135843.1254,138452.3638,139553.6538,139480.8442,141320.2455,141135.5012,142978.8301,143803.8383,147424.9346,148994.6975,149744.4377,148595.3307,146906.5508,146635.9001,146108.9487,148140.3645,147523.739,147787.2009,148062.1293,149895.6104,149816.298,147715.6083,147656.4588,147306.4286,149307.5765,146758.0952,148513.1077,148999.205,150384.9092,151047.2103,151138.2347,152122.0123,152838.7183,152889.9365,154194.3007,154686.9461,157134.8674,157968.0746,155908.5664,157427.3866,157846.5795,161953.2752,162764.024,165526.3195,168577.7314,168598.8326,168794.8906,165868.7627,166342.0518,164483.1644,163686.9213,161942.8855,161546.4454,160831.4285,160462.9942,159654.2617,158801.0653,153268.5143,147750.1238,142701.35,137619.3606,136516.5049,134665.3798,136667.5598,136096.4939,136792.6662,139478.4631,142846.2835,145302.6679,148359.8552,150079.4203,152233.359,153392.0281,154305.2729,157127.8701,157940.4248,159146.6639,157355.4005,155264.0715,153737.1024,153925.1522,156347.1199,155749.4028,156866.7348,156039.1159,154599.7528,152069.0275,151604.562,152238.0955,153315.3667,150873.5465,153085.7668,152378.5931,152338.308,150701.6517,151133.779,151468.1959,150997.0819,150584.9007,151976.1093,153778.6043,154876.7035,155874.5357,155045.218,156453.1511,155630.8679,153982.3923,150044.1676,149015.2764,149756.9467,151068.2072,152766.7935,153067.7092,153712.2388,153285.4881,154359.2579,153833.8836,153690.4022,155033.2009,157854.8789,158783.741,159124.121,159030.406,160840.8419,162501.88,163649.3154,167104.3707,169378.6242,173688.6888,173490.1248,173258.7652,173029.4972,174040.1061,175341.1096,174844.6642,175074.2743,174399.22,175421.7291,177380.4133,179753.5787,181040.5733,182757.6277,186522.4806,188596.5687,188740.3561,186126.5074,186514.2497,189746.0021,194265.0726,197759.5596,198645.6888,199188.0337,198022.4393,198789.3787,198658.8236,200741.5721,199029.9421,199988.2381,198937.7071,200433.4511,200450.7759,204026.3819,205038.0473,207824.9378
Chelmsford,95857.01999,97444.00066,97260.59748,99048.87312,101030.0024,103226.3892,104649.6706,107119.6083,108861.586,110047.0534,109863.5421,109340.7451,108556.7721,109962.8964,110452.5307,112097.9985,112066.0612,114715.4791,115246.8854,118142.0858,118505.9158,121161.5488,121740.0417,124238.5974,124100.4088,125893.8816,127604.2715,131858.5436,135911.0128,140425.7099,144152.9995,146554.9543,148175.2662,151301.1647,155344.2282,159106.1473,162111.9771,164086.2415,166035.4081,167773.2022,170520.1515,172180.5004,173509.0964,173082.27,175606.681,175766.7604,177559.9392,176965.6512,179166.6009,180409.7908,182793.0192,184244.4193,185132.6972,189105.7736,192214.2348,195313.5914,196569.4739,196277.7492,198151.9946,195691.2638,196766.195,194396.3665,194337.6566,193994.8477,196214.037,199520.684,200006.7451,201023.0658,198365.0913,199219.0259,198551.5286,199254.6082,198076.1198,199306.5486,201902.7863,204262.1688,204976.1186,206073.184,208212.5436,208710.0073,209260.3804,208651.1065,211376.6554,212522.5406,215523.7544,213778.326,217072.935,222316.4369,227050.7835,231904.1703,231921.7299,233927.635,232812.5872,233507.0433,234481.6361,234376.0735,233393.8806,231963.6212,229129.8047,227078.0326,229555.2156,229578.2045,228451.8128,222605.2765,218092.4028,212751.8679,203246.8028,199012.8515,192374.4145,191045.4418,188264.5387,188870.3973,192685.0543,195211.2164,198861.3644,202283.6458,205691.5696,210040.2561,210661.9992,210712.3949,210474.2418,210882.6031,212407.6957,213838.3623,217696.5234,218831.2609,220429.5324,217102.6858,218976.812,219574.8046,221395.4987,218038.3578,216927.9656,217888.8883,221065.3181,222797.0417,220395.9544,218790.8896,215863.8634,216133.3272,214322.7195,213579.4527,214583.4244,217162.5608,215429.6353,213792.0218,212724.5786,217773.1492,220535.517,222786.0777,224152.6337,226809.9011,228818.261,228791.4656,227932.3027,225394.0451,222774.7911,219820.7292,222397.2713,222768.6033,225618.0864,226293.7959,228316.4879,229420.2701,229594.9166,232693.1568,232857.9862,234594.1244,234705.2504,240758.6829,242795.466,244812.831,245988.5245,250086.2047,255090.684,255433.1251,258414.9802,261265.4905,264978.9461,266590.279,265003.3388,265806.4598,263754.6323,265716.5603,265942.5746,271296.2742,272889.5465,277203.6347,281803.5754,287009.2106,289351.4306,288861.9549,291708.5451,297679.4921,301776.8849,302312.6497,299505.1297,302412.7979,308101.5775,315109.413,316022.5255,315079.6307,311309.9276,312340.9774,312869.6793,319442.8603,321404.7592,323911.9965,323885.0209,327943.6118,332579.0001,332962.9483
Gloucester,63625.20832,64430.55671,65548.85812,66695.01264,68085.81763,69355.19441,70155.29075,71202.60318,71772.21757,72570.03828,72436.7059,72576.1771,72328.12052,72977.7015,74438.9158,75266.45661,76819.81996,77455.6617,79455.26007,80153.43072,80983.32779,81049.67438,82524.74719,82522.96539,84001.55899,83158.89503,85424.77741,86992.53502,90777.73486,93959.80856,96590.44689,100121.5537,103356.9747,106252.5092,108277.8001,110098.4556,112195.622,113248.5466,113024.8619,114761.6469,115976.4172,117544.8408,118277.8378,119352.5474,120137.211,119786.2357,119660.5686,121886.2496,123625.6904,124239.2888,124011.9075,126608.3743,129728.1842,132286.2215,132892.9899,134927.4056,138409.1654,142296.6802,143832.511,143178.2446,142514.7951,141095.2948,139854.5513,139140.0138,140063.7715,141058.8083,140658.3486,140176.292,140870.8954,140876.4211,141560.5468,142090.9383,144578.8541,146048.5951,146486.7033,145767.3335,146168.7757,147091.7461,148217.0612,150277.024,152765.9374,154768.9974,154723.9267,155855.64,156152.9581,159170.5632,159731.0267,163409.4435,164751.3212,167017.0033,167527.9948,169007.637,168880.0714,166325.806,163946.0036,163981.2807,165657.1411,165193.9425,161770.876,159256.5588,159352.4111,158830.2168,154783.3385,148866.4227,144515.1809,139586.3397,140020.5458,136463.6453,137200.5032,132306.7204,132020.8794,130338.4885,129202.8208,129853.3599,129917.367,133187.6066,134723.8581,135643.6911,131182.0783,132370.961,130171.5301,134620.0278,131443.9659,137263.7739,139958.237,143553.2498,144144.3026,143548.5239,144230.4818,147354.5303,149975.903,149510.8526,145404.7925,141811.9401,139297.5369,139071.1836,139749.7024,141536.3959,140896.9132,140312.8509,138911.3869,139053.5191,138849.5846,139007.8663,136856.1601,135167.0756,135854.3135,138958.1209,140923.6631,141846.365,141923.3295,143282.3735,143510.2418,142152.1641,141304.3056,140713.4422,141894.5712,140413.7718,140822.8664,141116.9503,143025.7234,143717.8514,143766.3394,143433.1646,143216.8613,144780.6165,144606.2738,147310.4492,148690.2076,150568.1195,149896.2799,149606.082,150386.3727,152484.2048,154628.6373,158133.0535,158804.4453,159580.3496,160606.0592,161371.4126,161016.2439,159818.1785,160428.3398,160544.7801,161490.9483,162605.3206,164802.4671,167100.3988,168315.4058,168030.0783,168772.9159,170470.8327,174049.1195,174448.7279,174706.005,174497.065,177103.2676,180691.6373,182245.6531,182147.0513,180780.3395,182259.5579,183911.6086,184481.7457,181979.9864,180986.1375,181823.222,186476.0186,188290.7754,188745.563,188486.3962,195444.1917
Cardiff,65212.60922,64414.87747,64545.73871,64061.59321,65746.55793,67185.41038,68696.92307,69988.2413,71490.82109,72105.69818,71631.23624,71326.12209,71939.67469,73703.69789,74456.1324,74584.63053,75467.86814,76746.30744,78307.11092,78764.64941,80277.53556,81097.07062,82012.51214,82532.09529,82228.99085,84380.65394,84200.80191,85979.10993,86496.24335,89887.57891,93209.41567,96064.76585,98075.90257,99730.678,101016.0352,102341.4338,105363.3208,106654.6289,109462.7946,110663.074,113034.6511,114334.3762,114699.1501,117702.3469,119906.6637,121709.3649,121107.5234,121947.1088,124106.8563,126348.7662,128060.3001,131130.393,134604.2525,138589.3301,141286.3274,144031.2082,146677.0239,150374.0922,152007.0927,150233.364,148949.1082,148390.2147,150166.4909,150306.2174,150777.8317,150249.3472,150903.9381,151358.1855,153701.5481,154018.962,155482.4417,153530.7117,151682.853,151303.4501,153058.7973,154182.9846,152447.2588,152931.5997,154065.5101,157866.1544,158746.9602,161187.1647,160165.0843,161471.8512,159754.5808,161750.6059,161435.2422,163694.2493,163545.8027,166203.0491,168297.799,170308.3464,170496.0404,169546.0512,167926.8264,165451.4839,165612.7119,166988.1131,165854.0248,163810.8244,162453.6181,164073.5606,163217.1647,160406.9151,155735.3027,153648.4691,149684.3538,147326.4978,145490.6954,143348.7042,141652.0763,139650.6349,140638.4068,143777.0547,145860.7274,148567.9873,148859.4192,148593.8128,149457.1891,150423.2846,151406.9149,150807.3571,151043.5553,152567.8178,151817.7567,152768.7063,153376.7523,155753.6239,156677.5695,156283.6093,154080.0053,151936.5631,150738.6817,151184.877,150218.9655,147841.7692,148081.3726,148711.9443,152374.5279,154902.5793,156361.3066,156700.3918,156256.5543,155837.5924,154731.9236,153693.7437,153968.3681,154122.0766,154760.0592,154485.5163,155833.9299,157108.5815,157117.9467,157964.2139,156511.5846,156227.6585,156213.0726,157161.3469,158936.897,156101.2929,156927.4595,154570.808,157381.7879,157990.2424,162678.6511,163896.0639,162625.168,160819.3192,161358.3016,163087.662,165636.8374,165941.8669,168383.8163,169860.1485,172155.7775,172867.9157,173049.9988,173645.0274,174472.7189,176017.8675,175773.3371,174859.1753,174902.6836,176133.6712,177538.4532,177792.1633,178518.5238,180695.0301,181431.8818,182266.8461,181143.5133,182463.0743,184510.6359,189104.9791,190240.894,188739.1864,186514.9529,187906.6659,190688.925,191835.7195,190608.5868,189433.5176,189805.4744,188999.5481,190350.4938,189893.0788,191461.832,191573.5363,193824.4657,196848.7828,196980.2766,196624.9097
Harrogate,85568.82958,87075.57332,88676.52851,91268.17714,90967.41578,93712.7419,96091.89564,99936.32942,99012.36855,99063.34436,99171.51543,101493.8883,101727.9775,101385.5519,101474.0855,101412.9703,105688.9899,107549.4117,109101.1269,108871.4199,112473.7277,114400.9858,116813.5167,115705.5344,117082.4063,116646.7716,118196.8017,120985.0209,125742.6667,130844.6986,134974.6914,139060.6566,141125.192,144337.378,145750.6859,147715.6146,152905.0666,157925.5376,163596.5092,164414.2545,166268.7435,167303.8625,168234.3576,169676.7518,170801.3183,171604.7995,172287.5461,175046.818,176047.5917,176893.2935,179378.2111,184329.2583,189231.6811,190859.0668,193458.158,195241.9883,198444.3408,200998.2142,203738.2475,202137.0301,200720.2368,202132.5103,205554.1182,207131.6132,202074.709,203518.7505,204827.4242,210508.0589,212018.5373,214233.31,214093.57,211201.3137,210917.109,211529.4308,212086.8872,213287.6747,213408.1518,217093.104,218879.9334,224679.3834,226067.6112,229955.0906,232143.8529,233512.2725,234640.407,228692.5818,229940.423,228560.6527,237462.1314,239614.2449,244734.5102,242520.4327,244223.2894,243900.2601,243803.168,242763.7317,239925.2682,241137.1307,239449.6939,238939.8775,237650.6165,238886.5061,233037.858,226612.6716,224416.5922,225448.5566,221850.4502,209976.2493,198098.6411,197919.8288,199188.0264,202585.6285,202385.3982,205753.6608,211326.3709,216485.2632,221186.5281,224064.8318,224481.5396,222384.2015,223656.5844,222357.7122,227225.0539,223801.7843,224536.9163,224087.5057,225476.4104,227732.4863,227695.8762,229437.933,225970.4896,222201.8242,221940.2639,222654.8341,218948.5242,220122.094,220467.3192,224511.5172,224764.9138,225325.6536,225758.8902,224317.454,226201.1827,226490.0799,225549.5862,221783.4378,219914.5427,221296.7327,224526.1678,227335.4299,226677.1766,229484.2844,229700.3373,228202.7351,223300.1928,222501.2762,223975.3779,226547.9665,227617.6147,227439.6369,225389.1864,226728.0908,226957.3383,229814.5231,230408.2122,232158.8557,233354.7412,231910.2513,231646.2008,232114.2527,231222.5103,231702.0909,233289.7277,238402.4013,243383.8362,247078.2838,251351.7294,250721.3611,250382.1325,247586.7397,247178.8562,246806.0279,249414.7256,251470.6329,248263.8612,251899.2182,253143.7147,262686.6571,261940.525,263925.523,263483.589,264836.5555,264264.68,263847.6755,262995.1071,269212.7996,271334.5738,276795.681,275426.9898,274550.9897,270423.9905,268587.2593,270771.113,271669.0344,271332.105,271731.3486,272145.5316,276363.3995,274299.9874,274055.6941,273814.6814,274322.9799
Exeter,72115.86394,73547.83949,74577.01106,75812.39291,76599.97969,79664.94205,80812.96425,82702.76323,82996.74754,83168.75098,82276.87585,81457.86756,81331.16037,81659.2608,82421.2,85165.05007,87892.08491,90777.14625,91611.26571,94702.3969,96994.61586,99328.3957,101302.8591,103276.9582,105442.921,107503.2547,110342.5595,112052.3445,113162.6194,114602.2787,118648.8582,120916.203,124468.2782,127323.7371,131350.2768,130256.5954,131269.6993,134830.9852,138429.9058,141343.9549,141259.714,144472.9116,146785.9269,148417.5108,150486.5278,151684.5408,152394.3205,153849.4774,155759.0929,158363.8445,158910.5943,159801.3372,164187.7669,170065.8908,174854.5537,175284.6216,176353.2368,177067.4129,178015.8358,179456.2116,177101.529,175970.0891,173790.7093,173008.8143,174908.6659,171925.405,176362.0857,175877.8727,177458.0208,173247.2224,172589.5038,173656.064,177490.6238,177641.2844,177949.3162,178179.8498,181675.5554,184422.1845,185798.4411,186464.8458,189152.384,192195.7094,192485.6511,191909.2988,190607.9009,192452.5976,196027.4317,200769.2232,205350.9387,207860.6547,204466.4682,202498.9771,201003.253,204981.7106,205435.202,206385.7139,205442.1481,201828.6558,200880.629,200643,202758.1989,201279.9021,198597.6195,194589.966,187536.5942,184182.9257,180680.8044,182321.4061,179735.6703,177016.4246,173063.3483,174153.7561,177827.4698,181328.7931,184337.9351,186971.7325,188499.6846,189070.9557,188565.4665,191173.0345,191316.6906,195581.1286,194778.0653,195728.7172,195897.4892,197422.7833,198921.8069,200903.6097,201099.9579,201713.2653,196767.6268,196075.1442,193279.5493,196910.8303,194860.3523,195058.4236,193730.8861,194508.0201,196810.0806,198505.5357,198976.9029,196947.4455,192877.481,193669.0803,195458.9993,199126.9533,199695.7238,200997.8075,199858.2264,199222.7372,198725.0465,197987.7893,200203.2612,201898.7201,203565.4935,200070.1641,195380.1288,192189.6892,191422.9309,196079.4054,198399.2376,200830.7094,201039.4711,202544.7387,203766.5429,201105.485,202321.7876,203382.5194,206408.4167,208342.8587,209847.7136,209913.2117,209241.7693,208199.1411,210246.4843,209506.8382,214180.2148,217396.2737,217980.6461,221984.428,220106.4255,225128.5682,224066.529,222908.9748,221808.6275,218500.0259,221374.9351,223720.1894,229320.0762,230397.4232,230321.5875,229377.0411,228837.0526,231555.517,232755.4314,230679.966,229323.8954,226438.1566,231628.9238,234123.0452,237129.157,239370.7659,242472.9398,240396.0327,234780.5095,232186.9558,236709.1429,243319.9389,243034.8465,246703.3592,248874.7663,252929.6619
Herefordshire,82470.22695,82844.83807,83682.15272,83188.49822,84371.934,87625.14384,89273.15213,90953.60091,89776.82788,89952.45389,90328.9342,91305.09554,90815.16868,90352.70168,90352.14759,93233.30029,94987.31856,96769.21308,96410.63907,97695.1359,98983.48486,101299.2638,102965.2529,103346.1077,103859.8382,102766.0448,103045.8178,104777.8433,108987.686,112125.6251,115385.5037,118803.1916,121545.6203,124500.1114,126409.7195,131025.5911,133993.3733,133245.9666,134343.5745,134032.0098,137968.1285,140183.5996,143816.757,146398.0349,147932.8851,148082.7657,149276.6839,152229.8973,155772.2634,156163.3389,158475.843,162157.3618,168022.8291,172631.9199,176774.1143,180898.3035,181424.6003,180518.278,180335.9907,177938.567,178926.8029,177074.4611,179398.7293,175623.334,178488.2687,177410.2277,183129.5,182207.1735,184867.7477,184374.8812,184908.4402,184255.7965,184404.7325,185089.6215,187928.8707,186659.7217,188515.6699,188283.2287,191832.2453,191656.3917,195683.6984,197508.0066,200593.9341,198906.6838,199825.2933,198002.8214,201143.7878,204601.3821,211044.8121,207585.264,206805.1576,205778.7477,211488.0234,210633.4338,209906.4806,206552.356,204527.6555,203343.9224,200320.411,202216.1183,201025.6643,203607.0745,199994.9878,202522.2036,202119.3737,199312.9909,191410.3136,183324.3453,182862.3019,175545.4387,175685.5828,173099.8575,180674.0379,180961.7659,184318.1344,183813.7009,188235.2976,188597.1628,189016.2382,188963.2483,193797.49,198129.9675,195976.6692,191389.4579,189450.7004,193392.0035,196128.7472,196990.774,197495.6059,195710.8288,194259.9742,189405.9845,187057.7393,187495.1216,192029.608,195077.4204,192606.3079,190561.5476,188416.6082,188471.1129,190090.6921,188818.6132,190780.5705,187827.5849,190198.2888,186411.2251,185349.6379,183712.6837,188476.2849,192566.2279,194658.6462,194616.037,191527.355,189585.3969,187718.7115,188368.2881,191827.3808,186979.7385,186106.4481,183331.5454,188214.8297,191133.9255,191282.1628,195314.2449,196142.141,196530.0632,193548.9886,191244.5709,190470.728,191120.5929,194260.0494,196877.98,197912.7061,198294.1991,200100.0636,201943.5013,202833.2668,203327.0843,203896.44,204235.2778,202594.7194,204886.8061,203543.3106,207366.4811,204563.2508,205159.4368,205311.1874,207446.5174,210177.3101,212128.6122,211388.7058,213600.954,215086.1891,216109.481,214624.1289,213761.4132,216294.7103,216547.0885,216499.0908,215476.8709,218237.3184,216387.9495,215991.7481,214838.8737,215298.1095,218088.7401,217962.6237,219682.8003,219763.788,221388.9893,225422.8561,229270.529
Stoke-on-Trent,35553.9954,35673.24614,35383.34186,35583.37553,36138.59311,36757.90002,36951.78887,36470.6542,36776.47978,36338.80706,36431.61607,35612.57555,35868.241,36381.07693,37194.15073,37204.26616,37710.49604,37817.84785,38351.1987,38867.27154,39514.5463,39358.45479,39631.89961,39401.07933,40489.39419,39197.30554,39554.22295,39498.83921,40758.8247,42077.15278,42553.66318,43522.95136,43857.56571,45790.48276,46947.85507,48003.28649,48616.56997,48663.36047,49941.07049,49787.58232,51222.19546,51923.07285,52989.94668,54684.24056,55538.94845,58234.41658,59595.02983,62424.65608,62994.55974,64161.15733,64110.66884,66253.87348,69317.19454,73666.57097,77085.23602,78759.79094,79505.37496,80653.05157,81375.48753,82819.6366,81777.0079,82153.89137,81929.45458,84443.64566,85769.44905,87776.19067,87888.12768,88820.71548,88855.67305,89421.52217,90316.89426,91148.97688,91084.47931,89998.27004,89995.38336,91588.43569,94761.67148,95782.82073,96192.18697,95156.86227,97074.0931,98624.455,99928.82158,100093.1029,98582.35763,98831.09456,97418.12693,100028.3654,101829.8192,105057.2719,105735.0342,105956.1508,107181.0959,108527.9496,108489.4544,105520.9109,104187.5669,104071.2691,105399.3394,104256.4179,103894.3602,105179.0083,105652.4689,104642.2171,102574.6601,100884.1879,98888.90536,97781.30624,94952.8792,92248.41186,87519.22951,87723.48673,88622.11312,90790.18566,90378.74469,92246.0338,91278.3191,92149.95436,90092.86348,92166.78454,90848.40111,92076.59941,89208.14336,92188.62363,92160.78512,94194.34359,93674.41883,93432.34559,93179.32703,91454.08146,90713.44106,89317.90295,87825.3275,85696.78905,84175.77049,85043.49615,86195.04431,87459.26571,87303.30308,87920.32177,88877.08641,88949.40571,89666.67142,88944.2135,89579.68049,87815.29265,87444.93642,86830.31283,88240.96332,88960.74646,88697.58789,88670.83805,88799.06592,88303.75771,87028.72248,87237.39706,88092.37726,88572.42797,87312.46315,86592.03085,87410.66728,88892.77714,91252.94522,91808.16901,91399.4323,89904.31085,89753.50839,90193.9744,90392.68525,90546.05388,90188.7273,91009.76378,91381.1243,93335.70309,93603.94184,94613.9958,93343.12151,92634.588,91913.65051,91824.27842,91581.4279,91856.56567,91416.71105,93575.99292,94474.8384,96546.8246,96836.04882,96480.32195,96864.10389,98161.29348,99270.48082,99527.0284,98862.65936,98456.58515,96363.69628,97387.6896,99489.00028,103496.7585,103124.4141,103280.0508,102300.5289,103145.1785,102192.9732,102426.015,101499.27,101620.3779,100719.9741,102206.4818,102335.1918,103818.9885,104038.0291,104249.8172
Newport,59841.24481,58283.58575,60311.0989,61653.27292,62665.18058,60492.7813,59854.63314,60386.39029,60763.4216,62344.05525,62679.73171,64932.56823,65448.18497,66098.02953,65188.32298,66369.90866,66663.80144,68097.59472,68348.71609,68522.90057,68845.81955,68835.59001,69719.0496,71086.92502,71342.54598,72142.37329,72021.294,73931.80743,76140.13392,77585.07246,79375.65455,80074.99892,81883.6,83325.97122,86818.72211,89061.37674,91787.19713,92801.08859,96067.38791,96209.47606,96876.74635,96884.10116,100434.349,103082.2405,106394.8617,108504.4018,111420.0061,112576.0566,114374.3087,116202.9393,117827.9402,120204.0764,121302.7924,124851.7462,126542.9702,127630.2328,131632.3191,133268.7344,138523.9739,137113.6416,138357.4568,136417.7106,135407.9733,136086.8732,139991.9891,139422.2829,139113.9413,137487.3767,141095.9693,142974.8591,143489.3578,142813.0665,141397.8325,140796.869,142504.0126,146552.8164,149253.1956,151003.1262,151284.5026,151361.4999,152615.5738,154195.8132,156994.7369,157879.4558,157283.7041,156433.3264,154694.8877,157068.155,159797.7183,164921.869,164823.2923,164647.8243,163074.5103,161867.2903,160836.2375,161471.6846,160461.0978,158353.4702,155680.7609,153667.0249,154016.4758,154912.5855,156441.4158,154079.9047,149160.7372,140864.0306,136719.5312,133685.5012,131606.237,131651.3711,129795.9093,130579.7139,131392.359,133634.9811,135475.8158,133286.9457,129712.5311,131538.9722,129957.5656,131599.3517,128658.276,128886.7353,133026.7146,135512.7666,137715.4281,137194.4724,140532.5539,141991.4604,143783.5224,139724.666,136787.498,131165.6071,129407.9966,128726.5501,125748.9666,127072.9293,128392.2372,131768.9993,132208.7611,130219.402,129727.2429,127291.0551,127334.9925,129110.7816,130210.3936,132084.3395,128859.7167,128610.1598,125935.9837,126901.5156,128532.6445,131298.1408,132678.748,132525.3716,132404.7535,130561.5265,130765.3694,129897.2562,132601.0284,128222.1517,128379.8691,125198.617,128559.5887,128452.6345,131986.9477,130801.3615,130839.2424,126203.1498,129515.8581,131028.7575,135618.3964,134275.0306,137485.3258,138282.1974,140830.0351,139858.734,139415.2299,137182.6283,136082.8734,135772.7884,138976.0892,137408.5218,137477.7886,135741.6888,138467.6288,141378.5974,142751.4782,142316.9273,141528.9433,142183.0075,142609.9325,142986.6933,141968.601,143820.4131,143218.6106,145944.3825,147413.0227,150558.5714,151524.8425,152044.4749,151844.2845,151658.1661,151956.2294,153277.8831,154621.0596,154625.4334,153970.3861,154778.9746,156326.1976,157960.2434,157312.0243,157342.9428
Carlisle,51196.05064,52450.52849,51908.15228,51443.10115,50682.10833,50799.05405,51033.54622,52114.53961,52871.43597,53101.35484,52209.87408,52510.14811,53190.43397,52563.07797,52211.59634,51864.82808,52345.36901,53202.93632,53202.38708,54866.64684,55364.17595,56128.18086,54609.37173,54324.58699,54201.01485,55042.50553,55818.48917,57411.58749,59995.04725,61984.17511,62534.84843,63470.7061,64752.39911,66022.26549,65750.6549,66189.22511,67602.29122,68771.21357,70043.59363,71566.41795,75307.88753,76727.92558,79131.4501,80130.68197,82898.95944,84960.37365,87822.95228,88732.81517,90191.52639,92118.09024,94068.67105,97297.90792,96826.26984,100296.3614,103951.3343,108539.8144,110522.7065,110154.2217,110569.1092,111249.872,112050.479,111300.6576,112175.1693,113384.2593,116116.2811,116280.8084,117434.0265,119398.519,121921.6487,121057.4623,121206.7105,121243.6233,123874.6201,124980.9628,125176.0987,125799.84,125932.8536,127240.5974,127454.9567,129765.8116,132117.0752,132562.7265,131455.6875,129419.967,130586.4567,133038.4265,135191.5098,136363.7324,136528.8809,139925.1164,141653.9336,143275.7853,141884.9244,141508.0286,139505.7008,137954.4539,135464.4848,135295.7797,134308.3755,136916.896,138018.0234,139644.0716,136403.4922,134481.3224,133098.3367,132971.4016,131469.6864,128498.0699,125952.4175,123988.2173,121996.1605,120131.0418,119478.9301,119597.3029,121627.8088,121390.1985,125644.2185,127611.2637,132208.5058,131472.8666,129540.1746,127288.8475,126657.0901,129486.0021,129677.8901,130086.9304,129109.9805,129472.8597,130014.2081,132267.211,130093.1543,130053.356,125569.4386,125142.2171,123155.272,124937.6149,125545.5694,127930.9874,125292.5962,126148.9552,122455.8647,124050.4239,122120.5461,124457.2052,121381.6012,120853.5057,118639.277,121991.2353,122638.6187,123923.8521,122417.308,124563.0709,123961.427,122525.5202,120173.9089,121070.406,121640.0383,122798.3255,122800.0714,125062.4792,123812.8264,123075.9473,122194.8664,123686.516,122302.1403,123458.9356,122860.3259,124342.3745,124331.1201,125165.7561,123525.6681,123932.9191,125073.1252,127107.8303,127622.4283,125502.2603,126929.3636,125695.495,127417.5187,126935.9538,127115.818,130353.521,128512.1545,127888.7469,123821.3561,126706.8691,128258.7118,129970.98,129582.6712,130335.3551,130654.4946,131419.655,129594.3061,129921.2839,127987.4886,129323.6561,129294.3557,130428.3209,133031.4624,133405.7101,133915.0797,130694.3771,130305.1256,130296.0914,131781.8407,133235.5528,132200.538,131699.7687,129174.2767,129815.5515,130239.0809,129425.3985
